image_id,wall_type,indoor,description_en,description_bn,color_idea
image_139,painted_wall,1,"Indoor display board decorated for Teachers' Day featuring bold orange text ""HAPPY TEACHER'S DAY"" on a blue backdrop framed with bright pink, adorned with large 3D paper flowers in orange and yellow along with green paper monstera leaves at the bottom.","শিক্ষক দিবস উপলক্ষে সাজানো একটি ইনডোর ডিসপ্লে বোর্ড, যেখানে গোলাপি বর্ডারযুক্ত নীল ব্যাকড্রপের ওপর স্পষ্ট কমলা অক্ষরে ""HAPPY TEACHER'S DAY"" লেখা এবং নিচে কমলা ও হলুদ রঙের দুটি বড় থ্রিডি কাগজের ফুল এবং সবুজ পাতার সাজ রয়েছে।","blue, pink, orange, yellow, green"
image_140,painted_wall,1,"Indoor painted wall featuring a sports-themed mural illustration of stacked athletic equipment, including a soccer ball, basketball, baseball, football, baseball bat, glove, whistle, medal, stars, and a trophy.","ঘরোয়া পরিবেশের পেইন্ট করা দেয়াল, যেখানে খেলাধুলার থিমে একটি দেয়াল ম্যুরাল চিত্রিত রয়েছে; এতে ফুটবল, বাস্কেটবল, বেসবল, আমেরিকান ফুটবল, বেসবল ব্যাট, গ্লাভস, বাঁশি, পদক, তারা এবং একটি ট্রফি অন্তর্ভুক্ত রয়েছে।","green, yellow, orange, brown, white, black, red"
image_141,painted_wall,1,"Indoor soft board and wall display decorated for a sports event, featuring inspirational sports quotes, cheerleader silhouettes holding pom-poms, photo collages celebrating student and national athletes, a winner podium cutout with medals, Olympic rings, and cutouts of various sports equipment and athlete silhouettes.","ক্রীড়া অনুষ্ঠান উপলক্ষে সাজানো ইনডোর সফট বোর্ড ও দেওয়াল সাজসজ্জা, যেখানে খেলাধুলার অনুপ্রেরণামূলক বাণী, পম্পমসহ চিয়ারলিডারের সিলুয়েট, শিক্ষার্থী ও জাতীয় ক্রীড়াবিদদের ছবির কোলাজ, পদকসহ বিজয় মঞ্চের কাটআউট, অলিম্পিক রিং এবং বিভিন্ন খেলার সরঞ্জাম ও অ্যাথলেটদের সিলুয়েটের কাটআউট রয়েছে।","green, white, black, yellow, red, blue, orange"
image_142,painted_wall,1,"Indoor display board decorated for a sports event, featuring an inspirational motivational quote at the top, a trophy cutout, and various athletic equipment cutouts including a soccer ball, basketball, cricket bat, tennis racket, hockey stick, bowling ball, and football.","ক্রীড়া উৎসব উপলক্ষে সাজানো ইনডোর ডিসপ্লে বোর্ড, যেখানে ওপরের অংশে অনুপ্রেরণামূলক বাণী, একটি ট্রফির কাটআউট এবং ফুটবল, বাস্কেটবল, ক্রিকেট ব্যাট, টেনিস র‍্যাকেট, হকি স্টিক, বোলিং বল ও আমেরিকান ফুটবলসহ নানা ধরনের খেলার সরঞ্জামের কাটআউট রয়েছে।","white, black, yellow, brown, red, purple, green, blue, orange"
image_143,painted_wall,1,"Indoor display board decorated for a science theme, featuring the text ""SCIENCE"", astronaut cutouts, planets, stars, and educational icon cutouts including a microscope, flask, lightbulb, butterfly, and magnet.","বিজ্ঞান থিমে সাজানো ইনডোর ডিসপ্লে বোর্ড, যেখানে ""SCIENCE"" লেখা, নভোচারীর কাটআউট, গ্রহ, তারা এবং নিচের অংশে অণুবীক্ষণ যন্ত্র, ফ্লাস্ক, লাইটবাল্ব, প্রজাপতি ও চুম্বকের মতো নানা শিক্ষণীয় প্রতীকী কাটআউট রয়েছে।","blue, white, yellow, orange, red, green, brown, grey"
image_144,painted_wall,1,"ndoor display board decorated for Teachers' Day with a cinema theme, featuring a film reel cutout, a film strip banner with text ""HAPPY TEACHERS DAY"", and popcorn box accents.","শিক্ষক দিবস উপলক্ষে সিনেমা থিমে সাজানো ইনডোর ডিসপ্লে বোর্ড, যেখানে একটি ফিল্ম রিলের কাটআউট, ""HAPPY TEACHERS DAY"" লেখা ফিল্ম স্ট্রিপ ব্যানার এবং পপকর্ন বক্সের সুন্দর সাজসজ্জা রয়েছে।","red, black, white, silver, yellow"
image_145,painted_wall,1,"Indoor wall setup decorated for a child's 3rd birthday celebration, featuring a central ""HAPPY BIRTHDAY"" banner, patterned triangular bunting garland, a balloon garland cluster at the top accented with animal face cutouts, hanging smiley face and cloud cutouts, a large number 3 foil balloon, floor balloons, and a small decorative bench holding a birthday cake.","শিশুর ৩য় জন্মদিন উদযাপনের জন্য সাজানো ইনডোর দেয়াল, যেখানে কেন্দ্রস্থলে ""HAPPY BIRTHDAY"" ব্যানার, নকশাদার ত্রিভুজাকার পতাকাসারি, পশুপাখির মুখের কাটআউটসহ ওপরের অংশের বেলুনগুচ্ছ, ঝুলন্ত স্মাইলি ও মেঘের কাটআউট, একটি বড় ৩ সংখ্যার ফয়েল বেলুন, মেঝের বেলুন এবং জন্মদিনের কেকসহ একটি ছোট আলংকারিক বেঞ্চের সাজ রয়েছে।","white, pastel blue, pastel pink, pastel yellow, red, orange, green, purple"
image_146,painted_wall,1,"Indoor wall setup decorated for a child's birthday celebration, featuring an arch of balloons at the top, a central ""HAPPY BIRTHDAY"" banner, a rainbow cutout, hanging ribbon swirls with musical notes, smiley faces, stars, hearts, and a tabletop character board inscribed with ""LET'S CELEBRATE WITH A SMILE!"".","শিশুর জন্মদিন উদযাপনের জন্য সাজানো ইনডোর দেয়াল, যেখানে ওপরের অংশে বেলুনের তোরণ, কেন্দ্রস্থলে ""HAPPY BIRTHDAY"" ব্যানার, রামধনুর কাটআউট, ঝুলন্ত রিবন ও সুরের নোট (মিউজিক নোটস), স্মাইলি, তারা, হৃদয় এবং টেবিলের ওপর ""LET'S CELEBRATE WITH A SMILE!"" লেখা একটি কার্টুন চরিত্রের বোর্ডের সাজ রয়েছে।","red, yellow, green, blue, pink, orange, white"
image_147,painted_wall,1,"Indoor wall decoration designed for a birthday celebration, featuring a central ""HAPPY BIRTHDAY"" bunting garland, paper heart fan rosettes at the top, and multiple vertical strings of paper heart cutouts hanging below the banner.","জন্মদিন উদযাপনের জন্য সাজানো ইনডোর দেয়াল, যেখানে কেন্দ্রস্থলে ""HAPPY BIRTHDAY"" বান্টিং ব্যানার, ওপরের অংশে পেপার হার্ট ফ্যান রোসেট এবং ব্যানারের নিচে ঝুলন্ত কাগজের তৈরি হৃদয়ের লম্বা সারির সাজ রয়েছে।","purple, red, pink, blue, green, yellow, beige"
image_148,backdrop_board,1,"Indoor wall setup decorated for an 8th birthday celebration, featuring a metallic foil fringe curtain backdrop, a balloon arch on one side, a central ""HAPPY BIRTHDAY"" banner, star-shaped bunting garlands, a large number 8 foil balloon, star foil balloons, hanging ceiling spiral streamers, and a cake table covered with a polka dot tablecloth.","৮ম জন্মদিন উদযাপনের জন্য সাজানো ইনডোর দেওয়াল, যেখানে একটি মেটালিক ফয়েল ফ্রিঞ্জ কার্টেন ব্যাকড্রপ, একপাশে বেলুনের তোরণ, কেন্দ্রস্থলে ""HAPPY BIRTHDAY"" ব্যানার, তারা আকৃতির বান্টিং মালা, একটি বড় ৮ সংখ্যার ফয়েল বেলুন, স্টার ফয়েল বেলুন, ছাদ থেকে ঝুলন্ত স্পাইরাল স্ট্রিমার এবং পোলকা ডট টেবিলক্লথ ঢাকা কেকের টেবিল রয়েছে।","blue, black, silver, white, grey"
image_149,painted_wall,1,"Indoor photobooth frame board designed for a video production or movie-themed event, featuring text reading ""VIDEO PRODUCTION"" and ""LIGHTS CAMERA ACTION"", accented with cutouts of a DSLR camera, a vintage movie camera, a film reel, a clapperboard, and circular embellishments along the sides.","ভিডিও প্রোডাকশন বা সিনেমা থিমের যেকোনো অনুষ্ঠানের জন্য তৈরি ইনডোর ফটোবুথ ফ্রেম বোর্ড, যেখানে ""VIDEO PRODUCTION"" এবং ""LIGHTS CAMERA ACTION"" বার্তা, ডিএসএলআর ক্যামেরা, ভিন্টেজ মুভি ক্যামেরা, ফিল্ম রিল, ক্ল্যাপারবোর্ড এবং দুপাশে গোলাকার কাটআউটের নান্দনিক সাজ রয়েছে।","black, white, red, yellow, pink, purple, green, silver, grey"
image_150,painted_wall,1,"Indoor display backdrop board decorated for a movie-themed event, featuring a central ""MOVIE MANIA"" marquee sign cutout, pleated curtain drape accents, a film strip, countdown numbers 3-2-1, a popcorn tub cutout with 3D popcorn texture, a soda cup, a movie clapperboard, cinema tickets, and film reels.","সিনেমা থিমের যেকোনো আয়োজনের জন্য সাজানো ইনডোর ডিসপ্লে ব্যাকড্রপ বোর্ড, যেখানে কেন্দ্রস্থলে ""MOVIE MANIA"" মার্কি সাইন, দুপাশে পর্দার মতো সাজ, ফিল্ম স্ট্রিপ, ৩-২-১ কাউন্টডাউন সংখ্যা, পপকর্ন টাব, কোল্ড ড্রিংকস কাপ, ক্ল্যাপারবোর্ড, সিনেমা টিকিট এবং ফিল্ম রিলের চমৎকার সাজসজ্জা রয়েছে।","black, red, yellow, white, brown"
image_151,painted_wall,1,"Indoor display board decorated for a school movie day event, featuring marquee-style text reading ""WELCOME TO MOVIE DAY"", a movie clapperboard inscribed with ""WHERE EVERY STUDENT IS A STAR!"", theater curtain drapes, a carpet walkway with stanchions, a movie projector camera, a popcorn tub with scattered popcorn cutouts, and star accents.","স্কুলে মুভি ডে উদযাপনের জন্য সাজানো ইনডোর ডিসপ্লে বোর্ড, যেখানে ""WELCOME TO MOVIE DAY"" লেখা মার্কি সাইন, ""WHERE EVERY STUDENT IS A STAR!"" উক্তিযুক্ত ক্ল্যাপারবোর্ড, থিয়েটার পর্দা, স্তম্ভসহ কার্পেট পথ, সিনেমা প্রজেক্টর ক্যামেরা, পপকর্ন টাব এবং তারার নান্দনিক সাজ রয়েছে।","red, blue, dark blue, yellow, white, black, gold"
image_152,painted_wall,1,"Indoor wall setup decorated for a dinosaur-themed birthday celebration, featuring a balloon arch at the top accented with star foil balloons, a central ""HAPPY BIRTHDAY"" banner flanked by dinosaur cutouts, triangular bunting, a cake table decorated with tassel garland, dinosaur plush toys wearing party hats, a dinosaur foil balloon, wrapped gift boxes, and footprint cutouts on the floor.","ডাইনোসর থিমে জন্মদিন উদযাপনের জন্য সাজানো ইনডোর দেয়াল, যেখানে ওপরের অংশে স্টার ফয়েল বেলুনসহ বেলুনের তোরণ, কেন্দ্রস্থলে ডাইনোসরের কাটআউটসহ ""HAPPY BIRTHDAY"" ব্যানার, ত্রিভুজাকার পতাকাসারি, ট্যাসেল গারল্যান্ডে সজ্জিত কেকের টেবিল, ডাইনোসর ফয়েল বেলুন, জন্মদিনের টুপি পরা ডাইনোসর সফট টয়, মোড়ানো উপহারের বাক্স এবং মেঝের ওপর ডাইনোসরের পায়ের ছাপের কাটআউট রয়েছে।","pastel green, pastel blue, pastel yellow, orange, white, gold, cream"
image_153,backdrop_board,1,"Indoor wall setup decorated for a Care Bears rainbow-themed celebration, featuring a vertical crepe paper streamer backdrop, a balloon garland string across the top, a central framed themed poster board, and a dessert table decorated with a triangular bunting banner accented with character cutouts.","কেয়ার বেয়ার্স ও রামধনু থিমে উদযাপনের জন্য সাজানো ইনডোর দেয়াল, যেখানে লম্বালম্বি টানানো ক্র্যাপ পেপার স্ট্রিমার ব্যাকড্রপ, ওপরের অংশে বেলুনের সারি, মাঝখানে ফ্রেমে বাঁধানো থিম ভিত্তিক পোস্টার বোর্ড এবং নিচে ক্যারেক্টার কাটআউটযুক্ত ত্রিভুজাকার পতাকাসারিতে সজ্জিত টেবিলের সাজ রয়েছে।","red, orange, yellow, green, blue, purple, white"
image_154,painted_wall,1,"Indoor wall decoration designed for a graduation celebration, featuring a central movie clapperboard sign cutout reading ""The End Graduation Class of 2025"", framed with decorative paper fan rosettes.","গ্র্যাজুয়েশন দিবস উদযাপনের জন্য সাজানো ইনডোর দেয়াল, যেখানে কেন্দ্রস্থলে ""The End Graduation Class of 2025"" লেখা একটি মুভি ক্ল্যাপারবোর্ডের কাটআউট এবং চারপাশে আলংকারিক পেপার ফ্যান রোসেটের সাজ রয়েছে।","orange, purple, yellow, blue, black, white, brown, beige"
image_155,painted_wall,1,"ndoor backdrop setup decorated for a graduation celebration, featuring a person holding a movie clapperboard sign reading ""The End Graduation Class of 2024"", accented with a balloon garland cluster of black, white, gold, and clear confetti balloons.","গ্র্যাজুয়েশন দিবস উদযাপনের জন্য সাজানো ইনডোর ব্যাকড্রপ, যেখানে ""The End Graduation Class of 2024"" লেখা একটি মুভি ক্ল্যাপারবোর্ড সাইন এবং কালো, সাদা, সোনালী ও স্বচ্ছ কনফেটি বেলুনের সুন্দর তোরণের সাজ রয়েছে।","black, white, gold"
image_156,bulletin_board,1,"Indoor photobooth frame board decorated for a movie-themed farewell event, featuring text reading ""Farewell 2025"" and ""Season: 2"", a graduation cap cutout, a movie clapperboard reading ""THE END CLASS OF 2025"", popcorn tubs, a soda bottle cutout, 3D glasses, paper fan rosettes, and star cutouts.","সিনেমা থিমে বিদায় সংবর্ধনা অনুষ্ঠানের জন্য সাজানো ইনডোর ফটোবুথ ফ্রেম বোর্ড, যেখানে ওপরের অংশে ""Farewell 2025"" ও গ্র্যাজুয়েশন ক্যাপের কাটআউট, নিচের অংশে ""Season: 2"" বার্তা, ""THE END CLASS OF 2025"" লেখা মুভি ক্ল্যাপারবোর্ড, পপকর্ন টাব, সোডার বোতল, থ্রিডি চশমা, পেপার ফ্যান রোসেট এবং তারার চমৎকার সাজ রয়েছে।","black, red, yellow, pink, white, gold"
image_157,painted_wall,1,"Indoor display backdrop board decorated for a movie-themed farewell event, featuring text reading ""LIGHTS CAMERA FAREWELL!"", red theater curtain border accents, a movie clapperboard cutout inscribed with ""A SWEET Ending TO A NEW Beginning..."", a popcorn tub with an invitation badge reading ""you are INVITED"", cinema ticket stub accents, and glitter stars.","সিনেমা থিমে বিদায় সংবর্ধনা অনুষ্ঠানের জন্য সাজানো ইনডোর ডিসপ্লে ব্যাকড্রপ বোর্ড, যেখানে ওপরের অংশে ""LIGHTS CAMERA FAREWELL!"" বার্তা, থিয়েটার পর্দার মতো লাল বর্ডার, ""A SWEET Ending TO A NEW Beginning..."" লেখা মুভি ক্ল্যাপারবোর্ড, ""you are INVITED"" লেখা পপকর্ন টাব, সিনেমার টিকিটের কাটআউট এবং চমকপ্রদ তারার সুন্দর সাজ রয়েছে।","brown, red, yellow, white, black, gold"
image_158,painted_wall,1,"Indoor photobooth frame board decorated for a farewell event, featuring text reading ""FAREWELL"" at the top under a red-and-white striped canopy design, framed with student photo collages along the side borders, a vintage TV cutout, stacked books, a movie clapperboard, and a graduation cap cutout.","বিদায় সংবর্ধনা অনুষ্ঠানের জন্য সাজানো ইনডোর ফটোবুথ ফ্রেম বোর্ড, যেখানে ওপরের অংশে লাল-সাদা ডোরাকাটা নকশার নিচে ""FAREWELL"" বার্তা, দুপাশে শিক্ষার্থীদের ছবির কোলাজ, একটি ভিন্টেজ টিভি, বইয়ের স্তূপ, মুভি ক্ল্যাপারবোর্ড এবং গ্র্যাজুয়েশন ক্যাপের সুন্দর সাজ রয়েছে","black, yellow, red, white, green, grey, brown"
image_159,brick_wall,1,"An indoor wall display board mounted on a brick wall, designed for sports event branding and tournament title announcements. It features a high-contrast background with bold, textured cut-out lettering, making it ideal for sports competitions, memorial matches, or athletic meets.","একটি ইনডোর ওয়াল ব্যানার ডিসপ্লে বোর্ড যা ইটের দেওয়ালে সাঁটানো, যা মূলত যেকোনো খেলাধুলা সংক্রান্ত প্রতিযোগিতা, টুর্নামেন্ট, স্পোর্টস ডে বা স্মারক ম্যাচের (মেমোরিয়াল ম্যাচ) শিরোনাম প্রদর্শনের জন্য ডিজাইন করা হয়েছে। গাঢ় ব্যাকগ্রাউন্ডের ওপর বড় ও স্পষ্ট কাটআউট অক্ষরের মাধ্যমে অনুষ্ঠানের প্রধান নামটি ফুটিয়ে তোলার জন্য এই ডিজাইনটি উপযোগী।","black, green, red, brown"
image_160,brick_wall,1,"An indoor wall display board mounted on a brick wall, designed for group allocation and team identification. It features a group heading at the top with structured placement for participating team logos below, making it suitable for hackathons, sports tournaments, gaming competitions, or academic events.","একটি ইনডোর ওয়াল ডিসপ্লে বোর্ড যা ইটের দেওয়ালে সাঁটানো, যা মূলত কোনো প্রতিযোগিতা, হ্যাকাথন, স্পোর্টস টুর্নামেন্ট বা শিক্ষাবিষয়ক আয়োজনে দলগত বিভাজন (গ্রুপ অ্যালকেশন) ও টিমের পরিচয় প্রদর্শনের জন্য ডিজাইন করা হয়েছে। বোর্ডের ওপরের অংশে গ্রুপের নাম বা শিরোনাম এবং নিচে অংশগ্রহণকারী দলগুলোর লোগো সুবিন্যস্তভাবে তুলে ধরা হয়।","maroon, red, white, brown, blue, black"
image_161,brick_wall,1,"Campus wall decorated for a cricket tournament, featuring team group assignments, team logos, and illustrations of cricket players in action, created using printed graphics mounted on colored paper boards.","ক্রিকেট টুর্নামেন্টের জন্য রঙিন আর্ট পেপারের ওপর প্রিন্ট করা দলগুলোর নাম, লোগো এবং খেলোয়াড়দের ছবি দিয়ে সজ্জিত ক্যাম্পাসের দেয়াল।","maroon, black, white, blue"
image_162,brick_wall,1,"Campus wall decorated with a handmade cricket-themed poster on chart paper for a sports event, featuring custom hand drawings of a player, cricket wickets, ball, boundary markers, team signatures, and cut-out lettering.","ক্রিকেট টুর্নামেন্টের জন্য হাত দিয়ে আঁকা চিত্রকর্ম, স্ট্যাম্প, বাউন্ডারি সংখ্যা, দলের সদস্যদের স্বাক্ষর এবং রঙিন কাগজের অক্ষরে সাজানো চার্ট পেপারের পোস্টারে সজ্জিত ক্যাম্পাসের দেয়াল।","yellow, black, red, green, purple"
image_163,painted_wall,1,"Campus display board decorated with a growth mindset educational theme, featuring a central brain illustration split between fixed and growth mindsets, surrounded by motivational quote cut-outs, speech bubbles, and colorful 3D paper craft flowers on a white brick-patterned background board.","গ্রোথ মাইন্ডসেট শিক্ষামূলক থিমে সাজানো ডিসপ্লে বোর্ড, যেখানে ফিক্সড ও গ্রোথ মাইন্ডসেট নির্দেশক মস্তিষ্কের চিত্র, অনুপ্রেরণামূলক উক্তি, স্পিচ বাবল এবং সাদা ইটের ডিজাইনে রঙিন কাগজের ত্রিমাত্রিক ফুল দিয়ে ডেকোরেশন করা হয়েছে।","white, pink, orange, yellow, blue, purple"
image_164,bulletin_board,1,"Campus display board decorated for a sports day event, featuring Olympic rings, trophies, a victory podium, medals, athlete cut-outs, and various sports balls (football, basketball, tennis ball) made from colored paper cut-outs, glitter sheets, and fringed paper borders.","বার্ষিক ক্রীড়া প্রতিযোগিতার উদ্দেশ্যে রঙিন কাগজ, গ্লিটার শিট ও ঝালর ব্যবহার করে অলিম্পিক রিং, ট্রফি, বিজয়ী মঞ্চ, পদক, খেলোয়াড়ের ছবি এবং ফুটবল, বাস্কেটবল ও টেনিস বলের কাটআউট দিয়ে সজ্জিত ডিসপ্লে বোর্ড।","yellow, purple, blue, red, gold"
image_165,wooden_wall,1,"Campus bulletin board decorated as a farewell or graduation memory wall, featuring the quote ""We came as strangers, we leave as friends"", decorated with colorful painted handprints with names written beside them, numerous printed group photographs, and a large colorful decorative prop.","বিদায় বা সমাবর্তনের স্মৃতি হিসেবে সাজানো ক্যাম্পাসের নোটিশ বোর্ড, যেখানে ""We came as strangers, we leave as friends"" উক্তিটির চারপাশে রঙিন হাতের ছাপ, নামের স্বাক্ষর, বন্ধুদের সাথে তোলা অসংখ্য গ্রুপ ছবি এবং একটি বড় রঙিন ডেকোরেটিভ প্রপ ব্যবহার করা হয়েছে।","white, black, green, purple, yellow, pink"
image_166,bulletin_board,1,"Campus display board decorated for a sports event, featuring the text ""GAME ON!"" in bold red letters, surrounded by various paper cut-outs of sports equipment including a large basketball, footballs, a tennis racket, a shuttlecock, a bowling pin, and yellow stars on a black background.","ক্রীড়া প্রতিযোগিতার জন্য সাজানো কালো ব্যাকগ্রাউন্ডের ডিসপ্লে বোর্ড, যেখানে লাল রঙের বড় অক্ষরে ""GAME ON!"" লেখা এবং চারপাশে বাস্কেটবল, ফুটবল, টেনিস র‍্যাকেট, শাটলকক, বোলিং পিন ও হলুদ তারার কাগজের কাটআউট ব্যবহার করা হয়েছে।","black, red, orange, white, yellow, green"
image_167,painted_wall,1,"Campus whiteboard decorated for National Sports Day 2024, featuring a border of numerous paper footballs, glittery gold text, cheerleader cut-outs with paper rosettes, glittery gold trophies, and various paper sports equipment like a basketball hoop, tennis rackets, and a rugby ball.","জাতীয় ক্রীড়া দিবস ২০২৪ উপলক্ষে সাজানো হোয়াইটবোর্ড, যার চারপাশ অসংখ্য কাগজের ফুটবলে ঘেরা এবং গ্লিটার যুক্ত সোনালী লেখা, চিয়ারলিডার কাটআউট, সোনালী ট্রফি, বাস্কেটবল হুপ, টেনিস র‍্যাকেট ও রাগবি বলের কাগজের কাটআউটে সজ্জিত।","black, white, green, gold, blue, pink, orange"
image_168,bulletin_board,0,"Campus display board decorated for an annual sports fiesta, featuring a large flame torch motif, cut-outs of running athlete silhouettes, bold red event title text, and various sports balls lining the base against a black backdrop.","বার্ষিক ক্রীড়া উৎসবের জন্য সাজানো ডিসপ্লে বোর্ড, যেখানে বড় অগ্নিশিখার মশাল, অ্যাথলেটদের রঙিন সিলুয়েট, লাল অক্ষরের স্বাগত লেখা এবং নিচে বিভিন্ন খেলার বলের কাটআউট ব্যবহার করা হয়েছে।","black, red, orange, yellow, blue, green"
image_169,painted_wall,1,"Campus display board decorated for an annual result day event, featuring large yellow trophy cut-outs, cartoon character cut-outs, colorful paper bunting flags, square paper confetti, and pink title cut-out text, mounted on a vertically striped wall.","বার্ষিক ফলাফল প্রকাশ দিবস উপলক্ষে রঙিন ডেকোরেশন করা নোটিশ বোর্ড, যেখানে সোনালী ট্রফি, কার্টুন চরিত্র, রঙিন কাগজের পতাকা, টুকরো কাগজের কনফেটি এবং গোলাপি বর্ণের অক্ষরের কাটআউট দিয়ে সাজানো হয়েছে।","blue, yellow, pink, red, green, orange"
image_170,painted_wall,1,"Campus backdrop board decorated for a result day event, featuring yellow cut-out text reading ""Result Day 2022-23"" on a black background, framed with large handcrafted 3D white and yellow paper flowers along with green leaf cut-outs.","ফলাফল প্রকাশ দিবস উপলক্ষে সাজানো ব্যাকড্রপ বোর্ড, যেখানে কালো ব্যাকগ্রাউন্ডে হলুদ হরফে ""Result Day 2022-23"" লেখা এবং চারপাশে হাতে তৈরি বড় সাদা ও হলুদ কাগজের ফুল ও সবুজ পাতার অলংকরণ ব্যবহার করা হয়েছে।","black, yellow, white, green"
image_171,painted_wall,1,"Campus display board decorated for New Year celebrations, featuring calligraphic cut-out text reading ""Happy New Year 2022"", adorned with handcrafted 3D paper roses, flowers, and leaves arranged along the bottom and right side on a light blue background.","নতুন বছর উদযাপন উপলক্ষে সাজানো ক্যাম্পাসের নোটিশ বোর্ড, যেখানে হালকা নীল ব্যাকগ্রাউন্ডে ""Happy New Year 2022"" লেখা ক্যালিগ্রাফি কাটআউট এবং নিচে ও পাশে হাতে তৈরি ত্রিমাত্রিক কাগজের গোলাপ, ফুল ও পাতার অলংকরণ ব্যবহার করা হয়েছে।","light blue, pink, orange, dark red, green"
image_172,bulletin_board,0,"Campus display board decorated for a cultural and educational exhibition themed on national heritage and development, featuring a large green map cut-out of Bangladesh with division labels, historical portraits, infographics, written articles, thematic paper cut-outs (ships, balloons, growth charts), and artificial leaf garlands mounted on a display board.","জাতীয় ঐতিহ্য ও উন্নয়ন থিমে আয়োজিত সাংস্কৃতিক প্রদর্শনীর জন্য সাজানো ডিসপ্লে বোর্ড, যেখানে বাংলাদেশের একটি বড় সবুজ মানচিত্রের কাটআউট, বিভাগের নাম, ঐতিহাসিক ছবি, তথ্যচিত্র, হাতে লেখা নিবন্ধ, কাগজের বেলুন ও জাহাজের চিত্র এবং পাতার ঝালর ব্যবহার করা হয়েছে।","green, red, yellow, blue, orange"
image_173,painted_wall,1,"Campus display board decorated for Independence Day celebrations, featuring a large circular green craft board with Bengali cut-out text reading ""26th March"", a central national flag motif with a gold map of Bangladesh, historical tribute notes on blood-stained paper cut-outs, and colorful 3D paper craft flowers.","মহান স্বাধীনতা দিবস উদযাপন উপলক্ষে সাজানো বৃত্তাকার ডিসপ্লে বোর্ড, যেখানে ""২৬শে মার্চ"" লেখা বাংলা কাটআউট, বাংলাদেশের মানচিত্রসহ জাতীয় পতাকার থিম, ইতিহাসভিত্তিক বার্তা সম্বলিত রক্তভেজা কাগজের টুকরো এবং রঙিন ত্রিমাত্রিক কাগজের ফুল ও পাতার অলংকরণ ব্যবহার করা হয়েছে।","green, red, yellow, white, pink"
image_174,painted_wall,1,"Campus display board decorated for Earth Day, featuring yellow paper banners reading ""OUR LITTLE HANDS WILL SAVE THE EARTH"" and ""HAPPY EARTH DAY"", surrounded by illustrations of Earth mounted on green handprint paper cut-outs, paper bunting flags at the top, and a chain of paper figures with environmental awareness tags at the bottom.","বিশ্ব ধরিত্রী দিবস উপলক্ষে সাজানো নোটিশ বোর্ড, যেখানে ""OUR LITTLE HANDS WILL SAVE THE EARTH"" এবং ""HAPPY EARTH DAY"" লেখা হলুদ ব্যানারের চারপাশে হাতের ছাপের আকৃতির কাগজে আঁকা পৃথিবীর চিত্র, উপরে রঙিন পতাকার ঝালর এবং নিচে পরিবেশ সচেতনতামূলক বার্তাসহ মানব শৃঙ্খলের কাগজের কাটআউট ব্যবহার করা হয়েছে।","black, green, blue, yellow, pink"
image_175,painted_wall,1,"Campus backdrop panels decorated for a traditional cultural festival or musical event, featuring hand-painted artwork of a Veena instrument, a lion motif, mandala art, traditional decorative pots, and intricate white and green folk Alpana patterns on dark blue panels.","ঐতিহ্যবাহী সাংস্কৃতিক অনুষ্ঠান বা সংগীত উৎসব উপলক্ষে সাজানো ৩-অংশের ব্যাকড্রপ বোর্ড, যেখানে গাঢ় নীল পটভূমিতে হাতে আঁকা বীণা, সিংহের প্রতিচ্ছবি, মানডালা নকশা, অলংকৃত হাঁড়ি এবং পাশে লোকজ সাদা ও সবুজ আলপনার কারুকাজ ব্যবহার করা হয়েছে।","dark blue, white, green, yellow, brown"
image_176,painted_wall,1,"Campus display board decorated for a felicitation ceremony, featuring gold cut-out text reading ""CONGRATULATIONS SESSION 2025 - 26"" on a black background, adorned with gold and silver star cut-outs, trophy illustrations, and vibrant paper flowers along the bottom.","সংবর্ধনা অনুষ্ঠানের জন্য সাজানো ব্যাকড্রপ বোর্ড, যেখানে কালো ব্যাকগ্রাউন্ডে সোনালী হরফে ""CONGRATULATIONS SESSION 2025 - 26"" লেখা এবং চারপাশে সোনালী ও রুপালী তারা, ট্রফি এবং নিচে উজ্জ্বল রঙিন কাগজের ফুলের সাজসজ্জা ব্যবহার করা হয়েছে।","black, gold, silver, pink, orange"
image_177,bulletin_board,0,"Campus display standee board decorated for Bengali New Year celebrations, featuring traditional hand-painted floral motifs and folk artwork, tiger mask cut-outs at the top, and Bengali New Year greeting text with 3D cut-out lettering on a white background.","বাংলা নববর্ষ উদযাপন উপলক্ষে সাজানো ডিসপ্লে স্ট্যান্ডি বোর্ড, যেখানে উপরে দুটি বাঘের মুখোশের কাটআউট, হাতে আঁকা ঐতিহ্যবাহী আলপনা ও লোকজ নকশা এবং সাদা ব্যাকগ্রাউন্ডে ত্রিমাত্রিক অক্ষরে শুভ নববর্ষের শুভেচ্ছা বার্তা ব্যবহার করা হয়েছে।","white, red, yellow, blue, green"
